id,stock_tick,y_finance,is_active,index_id,kite_symbol,kite_token,fyers_symbol,is_proc
777,l_t,LTF.NS,1,NULL,LTF,6386689,NSE:LTF-EQ,0
778,lic,LICI.NS,1,NULL,LICI,2426881,NSE:LICI-EQ,0
779,avenue_supermarts,DMART.NS,1,NULL,DMART,5097729,NSE:DMART-EQ,0
780,adani_power,ADANIPOWER.NS,1,NULL,ADANIPOWER,4451329,NSE:ADANIPOWER-EQ,1
781,iocl,IOC.NS,1,NULL,IOC,415745,NSE:IOC-EQ,0
782,dlf,DLF.NS,1,NULL,DLF,3771393,NSE:DLF-EQ,0
783,irfc,IRFC.NS,1,NULL,IRFC,519425,NSE:IRFC-EQ,0
784,varun_beverages,VBL.NS,1,NULL,VBL,4843777,NSE:VBL-EQ,0
785,pidilite_industries,PIDILITIND.NS,1,NULL,PIDILITIND,681985,NSE:PIDILITIND-EQ,0
786,ltimindtree,LTIM.NS,1,NULL,LTIM,4561409,NSE:LTM-EQ,1
787,hyundai_motor_india,HYUNDAI.NS,1,NULL,HYUNDAI,6616065,NSE:HYUNDAI-EQ,0
788,bajaj_holdings,BAJAJHLDNG.NS,1,NULL,BAJAJHLDNG,78081,NSE:BAJAJHLDNG-EQ,1
790,bpcl,BPCL.NS,1,NULL,BPCL,134657,NSE:BPCL-EQ,0
791,ambuja_cement,AMBUJACEM.NS,1,NULL,AMBUJACEM,325121,NSE:AMBUJACEM-EQ,0
792,power_finance_corporation,PFC.NS,1,NULL,PFC,3660545,NSE:PFC-EQ,0
793,abb_india,ABB.NS,1,NULL,ABB,3329,NSE:ABB-EQ,1
794,gail,GAIL.NS,1,NULL,GAIL,1207553,NSE:GAIL-EQ,0
795,pnb,PNB.NS,1,NULL,PNB,2730497,NSE:PNB-EQ,0
796,united_spirits,UNITDSPR.NS,1,NULL,UNITDSPR,2674433,NSE:UNITDSPR-EQ,0
797,indian_hotels,INDHOTEL.NS,1,NULL,INDHOTEL,387073,NSE:INDHOTEL-EQ,1
798,shree_cement,SHREECEM.NS,1,NULL,SHREECEM,794369,NSE:SHREECEM-EQ,1
799,recl,RECLTD.NS,1,NULL,RECLTD,3930881,NSE:RECLTD-EQ,0
800,samvardhana_motherson,MOTHERSON.NS,1,NULL,MOTHERSON,1076225,NSE:MOTHERSON-EQ,0
801,cg_power_inds,CGPOWER.NS,1,NULL,CGPOWER,194561,NSE:CGPOWER-EQ,0
802,adani_energy_solutions,ADANIENSOL.NS,1,NULL,ADANIENSOL,2615553,NSE:ADANIENSOL-EQ,1
803,bajaj_housing_finance,BAJAJHFL.NS,1,NULL,BAJAJHFL,6469121,NSE:BAJAJHFL-EQ,0
804,jindal_steel_power,JINDALSTEL.NS,1,NULL,JINDALSTEL,1723649,NSE:JINDALSTEL-EQ,0
805,havells_india,HAVELLS.NS,1,NULL,HAVELLS,2513665,NSE:HAVELLS-EQ,0
806,info_edge,NAUKRI.NS,1,NULL,NAUKRI,3520257,NSE:NAUKRI-EQ,1
807,jsw_energy,JSWENERGY.NS,1,NULL,JSWENERGY,4574465,NSE:JSWENERGY-EQ,0
808,swiggy,SWIGGY.NS,1,NULL,SWIGGY,6928897,NSE:SWIGGY-EQ,0
809,idfc_first_bank,IDFCFIRSTB.NS,1,NULL,IDFCFIRSTB,2863105,NSE:IDFCFIRSTB-EQ,0
810,federal_bank,FEDERALBNK.NS,1,NULL,FEDERALBNK,261889,NSE:FEDERALBNK-EQ,0
811,idbi_bank,IDBI.NS,1,NULL,IDBI,377857,NSE:IDBI-EQ,0
813,aarti_industries,AARTIIND.NS,1,NULL,AARTIIND,1793,NSE:AARTIIND-EQ,1
814,aditya_birla_capital,ABCAPITAL.NS,1,NULL,ABCAPITAL,5533185,NSE:ABCAPITAL-EQ,0
815,aditya_birla_fashion_and_retail,ABFRL.NS,1,NULL,ABFRL,7707649,NSE:ABFRL-EQ,0
816,angel_one,ANGELONE.NS,1,NULL,ANGELONE,82945,NSE:ANGELONE-EQ,1
817,apl_apollo_tubes,APLAPOLLO.NS,1,NULL,APLAPOLLO,6599681,NSE:APLAPOLLO-EQ,0
818,apollo_tyres,APOLLOTYRE.NS,1,NULL,APOLLOTYRE,41729,NSE:APOLLOTYRE-EQ,0
819,ashok_leyland,ASHOKLEY.NS,1,NULL,ASHOKLEY,54273,NSE:ASHOKLEY-EQ,1
820,astral,ASTRAL.NS,1,NULL,ASTRAL,3691009,NSE:ASTRAL-EQ,0
821,aurobindo_pharma,AUROPHARMA.NS,1,NULL,AUROPHARMA,70401,NSE:AUROPHARMA-EQ,0
822,balkrishna_industries,BALKRISIND.NS,1,NULL,BALKRISIND,85761,NSE:BALKRISIND-EQ,0
823,bank_of_india,BANKINDIA.NS,1,NULL,BANKINDIA,1214721,NSE:BANKINDIA-EQ,0
824,berger_paints_india,BERGEPAINT.NS,1,NULL,BERGEPAINT,103425,NSE:BERGEPAINT-EQ,0
825,bharat_heavy_electricals,BHEL.NS,1,NULL,BHEL,112129,NSE:BHEL-EQ,0
826,biocon,BIOCON.NS,1,NULL,BIOCON,2911489,NSE:BIOCON-EQ,0
827,bse,BSE.NS,1,NULL,BSE,5013761,NSE:BSE-EQ,0
828,birlasoft,BSOFT.NS,1,NULL,BSOFT,1790465,NSE:BSOFT-EQ,1
829,cams,CAMS.NS,1,NULL,CAMS,87553,NSE:CAMS-EQ,0
830,cdsl,CDSL.NS,1,NULL,CDSL,5420545,NSE:CDSL-EQ,0
831,cesc,CESC.NS,1,NULL,CESC,160769,NSE:CESC-EQ,0
832,chambal_fertilisers_and_chemicals,CHAMBLFERT.NS,1,NULL,CHAMBLFERT,163073,NSE:CHAMBLFERT-EQ,0
833,coforge,COFORGE.NS,1,NULL,COFORGE,2955009,NSE:COFORGE-EQ,0
834,container_corporation_of_india,CONCOR.NS,1,NULL,CONCOR,1215745,NSE:CONCOR-EQ,0
835,crompton_greaves_consumer_electricls,CROMPTON.NS,1,NULL,CROMPTON,4376065,NSE:CROMPTON-EQ,0
836,cummins_india,CUMMINSIND.NS,1,NULL,CUMMINSIND,486657,NSE:CUMMINSIND-EQ,1
837,cyient,CYIENT.NS,1,NULL,CYIENT,1471489,NSE:CYIENT-EQ,1
838,dalmia_bharat,DALBHARAT.NS,1,NULL,DALBHARAT,2067201,NSE:DALBHARAT-EQ,0
839,deepak_nitrite,DEEPAKNTR.NS,1,NULL,DEEPAKNTR,5105409,NSE:DEEPAKNTR-EQ,0
